Order date,Continued date,ITC case No.,DOC case No.,AD/CVD,Review Sequence Group No.,Product Group,Product,Country,Column2,Column3,Fed Reg,Pub date,Link,Column1,Column12
08/18/2017,,A-1330,A-580-889,A,235,CH,Dioctyl Terephthalate (DOTP),Korea,,,82 FR 39409,2017/08/18,https://www.gpo.gov/fdsys/pkg/FR-2017-08-18/pdf/2017-17627.pdf,,
08/24/2017,,A-1331,A-533-871,A,236,ISO,Finished Carbon Steel Flanges,India,,,82 FR 40136,2017/08/24,https://www.gpo.gov/fdsys/pkg/FR-2017-08-24/pdf/2017-18056.pdf,,
08/24/2017,,A-1332,A-475-835,A,236,ISO,Finished Carbon Steel Flanges,Italy,,,82 FR 40136,2017/08/24,https://www.gpo.gov/fdsys/pkg/FR-2017-08-24/pdf/2017-18056.pdf,,
08/24/2017,,C-563,C-533-872,C,236,ISO,Finished Carbon Steel Flanges,India,,,82 FR 40138,2017/08/24,https://www.gpo.gov/fdsys/pkg/FR-2017-08-24/pdf/2017-18057.pdf,,
09/12/2017,,A-1334,A-351-849,A,237,PRSG,Emulsion Styrene-Butadiene Rubber,Brazil,,,82 FR 42790,2017/09/12,https://www.gpo.gov/fdsys/pkg/FR-2017-09-12/pdf/2017-19287.pdf,,
09/12/2017,,A-1335,A-580-890,A,237,PRSG,Emulsion Styrene-Butadiene Rubber,Korea,,,82 FR 42790,2017/09/12,https://www.gpo.gov/fdsys/pkg/FR-2017-09-12/pdf/2017-19287.pdf,,
09/12/2017,,A-1336,A-201-848,A,237,PRSG,Emulsion Styrene-Butadiene Rubber,Mexico,,,82 FR 42790,2017/09/12,https://www.gpo.gov/fdsys/pkg/FR-2017-09-12/pdf/2017-19287.pdf,,
09/12/2017,,A-1337,A-455-805,A,237,PRSG,Emulsion Styrene-Butadiene Rubber,Poland,,,82 FR 42790,2017/09/12,https://www.gpo.gov/fdsys/pkg/FR-2017-09-12/pdf/2017-19287.pdf,,
10/02/2017,,A-1339,A-583-859,A,238,ISM,Steel Concrete Reinforcing Bar,Taiwan,,,82 FR 45809,2017/10/02,https://www.gpo.gov/fdsys/pkg/FR-2017-10-02/pdf/2017-20925.pdf,,
01/03/2018,,A-1342,A-122-857,A,240,AG,Softwood Lumber Products,Canada,,,83 FR 350,2018/01/03,https://www.gpo.gov/fdsys/pkg/FR-2018-01-03/pdf/2017-28484.pdf,,
01/03/2018,,C-566,C-122-858,C,240,AG,Softwood Lumber Products,Canada,,,83 FR 347,2018/01/03,https://www.gpo.gov/fdsys/pkg/FR-2018-01-03/pdf/2017-28483.pdf,,
01/04/2018,,C-571,C-357-821,C,241,CH,Biodiesel,Argentina,,,83 FR 522,2018/01/04,https://www.gpo.gov/fdsys/pkg/FR-2018-01-04/pdf/2017-28480.pdf,,
01/04/2018,,C-572,C-560-831,C,241,CH,Biodiesel,Indonesia,,,83 FR 522,2018/01/04,https://www.gpo.gov/fdsys/pkg/FR-2018-01-04/pdf/2017-28480.pdf,,
01/04/2018,,A-1341,A-570-051,A,242,AG,Hardwood Plywood Products,China,,,83 FR 504,2018/01/04,https://www.gpo.gov/fdsys/pkg/FR-2018-01-04/pdf/2017-28482.pdf,,
01/04/2018,,C-565,C-570-052,C,242,AG,Hardwood Plywood Products,China,,,83 FR 513,2018/01/04,https://www.gpo.gov/fdsys/pkg/FR-2018-01-04/pdf/2017-28481.pdf,,
01/24/2018,,A-1349,A-822-806,A,243,ISM,Carbon and Alloy Steel Wire Rod,Belarus,,,83 FR 3297,2018/01/24,https://www.gpo.gov/fdsys/pkg/FR-2018-01-24/pdf/2018-01254.pdf,,
01/24/2018,,A-1352,A-821-824,A,243,ISM,Carbon and Alloy Steel Wire Rod,Russia,,,83 FR 3297,2018/01/24,https://www.gpo.gov/fdsys/pkg/FR-2018-01-24/pdf/2018-01254.pdf,,
01/24/2018,,A-1357,A-520-808,A,243,ISM,Carbon and Alloy Steel Wire Rod,United Arab Emirates,,,83 FR 3297,2018/01/24,https://www.gpo.gov/fdsys/pkg/FR-2018-01-24/pdf/2018-01254.pdf,,
01/24/2018,,C-575,C-570-057,C,249,MSC,Tool Chests and Cabinets,China,,,83 FR 3299,2018/01/24,https://www.gpo.gov/fdsys/pkg/FR-2018-01-24/pdf/2018-01351.pdf,,
02/01/2018,,C-576,C-570-059,C,251,ISP,Cold-Drawn Mechanical Tubing of Carbon and Alloy Steel,China,,,83 FR 4637,2018/02/01,https://www.gpo.gov/fdsys/pkg/FR-2018-02-01/pdf/2018-02045.pdf,,
02/01/2018,,C-577,C-533-874,C,251,ISP,Cold-Drawn Mechanical Tubing of Carbon and Alloy Steel,India,,,83 FR 4637,2018/02/01,https://www.gpo.gov/fdsys/pkg/FR-2018-02-01/pdf/2018-02045.pdf,,
03/14/2018,,A-1353,A-791-823,A,243,ISM,Carbon and Alloy Steel Wire Rod,South Africa,,,83 FR 1115,2018/03/14,https://www.gpo.gov/fdsys/pkg/FR-2018-03-14/pdf/2018-05153.pdf,,
03/14/2018,,A-1356,A-823-816,A,243,ISM,Carbon and Alloy Steel Wire Rod,Ukraine,,,83 FR 1115,2018/03/14,https://www.gpo.gov/fdsys/pkg/FR-2018-03-14/pdf/2018-05153.pdf,,
03/16/2018,,C-579,C-570-061,C,244,TX,Fine Denier Polyester Staple Fiber,China,,,83 FR 11681,2018/03/16,https://www.gpo.gov/fdsys/pkg/FR-2018-03-16/pdf/2018-05371.pdf,,
03/16/2018,,C-580,C-570-061,C,244,TX,Fine Denier Polyester Staple Fiber,India,,,83 FR 11681,2018/03/16,https://www.gpo.gov/fdsys/pkg/FR-2018-03-16/pdf/2018-05371.pdf,,
04/19/2018,,A-1346,A-570-053,A,245,MM,Aluminum Foil,China,,,83 FR 17362,2018/04/19,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08115.pdf,,
04/19/2018,,C-570,C-570-054,C,245,MM,Aluminum Foil,China,,,83 FR 17360,2018/04/19,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08116.pdf,,
04/26/2018,,A-1347,A-357-820,A,241,CH,Biodiesel,Argentina,,,83 FR 18278,2018/04/26,https://www.gpo.gov/fdsys/pkg/FR-2018-04-26/pdf/2018-08775.pdf,,
04/26/2018,,A-1348,A-560-830,A,241,CH,Biodiesel,Indonesia,,,83 FR 18278,2018/04/26,https://www.gpo.gov/fdsys/pkg/FR-2018-04-26/pdf/2018-08775.pdf,,
05/08/2018,,A-1359,A-570-055,A,243,ISO,Carton-Closing Staples,China,,,83 FR 20792,2018/05/08,https://www.gpo.gov/fdsys/pkg/FR-2018-05-08/pdf/2018-09754.pdf,,
